2023,"1학기","수업 끝나고 다음 수업 전까지 매번 누적 복습 했습니다. 열심히 하니까 성적 잘 나오네요. 중간 95, 기말 98, 에이쁠 달달하게 가져갑니다~",100
2023,"1학기","강의력 좋으심. 강의안도 좋고 잡담 별로 안하고 딱 수업만 하시고. 성적 칼같이 끊어주긴 하지만 … 암튼 좋은 수업. 본인이 공부를 안해서 성적이 안나왔을뿐",100
2023,"1학기","성적을 13%씩 깐깐하게 끊어주시기도 하고, 이번 학기 공부 열심히 하는 사람들이 너무 많아서 성적은 잘 안 나왔지만 교수님 강의력이 너무 좋아서 들을만 하다고 느껴지는 수업. 성격 뭐라고 하시는 분들도 있으시던데 나는 오히려 극T같으신 성격이 너무 좋으셨다... ㅋㅋ 본인 할 일 딱딱 마무리하시고 수업 과제 시험 채점 정확하시고... 성적과 별개로 본인은 교수님이 좋다고 생각이 들엇슴",100
2023,"1학기","공부 안 했고 B- 받았는데 성적에 불만은 없습니다. 교수님 강의력 좋으시고 귀여우세요. ppt도 깔끔해서 좋았습니다. 공부를 제외하면 이번 학기 힐링 수업이었어요. (그리고 출튀 너무 많이 하면 교수님 흑화하시니까 적당히 하시길...^^)",100
2021,"1학기","코로나때 들어서 그런지 몰라도 시험 방식도 좋았고 수학강의다 보니 여러번 들을 수 있는 점이 좋았다",80
2022,"2학기","강의력 좋고 자료 좋고 교수님 좋다 시험은 약간 지엽적인 부분에서 나오기도 그치만 대부분은 연습문제 잘풀면 문제없다",100
2022,"2학기","진짜 내용을 떠먹여주십니다 교재는 크게 중요하지 않은 것 같네요 족보 어느 정도 타니 참고하시고 시험마다 정말 상상치도 못한 곳에서 한 문제씩 나오나 다 틀리니 걱정은 마세요 성적은 비율 맞춰서 주십니다",100
2022,"겨울","강의력 최고, 학점도 잘 줌. 첫 수업때 A 40퍼 B 40퍼로 준다고 말씀하심 근데 거기다가 쁠몰로 몰아주신거 같음 대충 예상하기로 20명 중에 중간 11등 기말 2등 정도 한거같은데 에이쁠 받아감 2주차까지 녹화 따서 올려주셨는데 3주차는 수강생들 하도 졸아서 안 올려줌 녹강덕분에 도움된 사람들 있을듯 학기 중엔 어떨지 모르겠는데 계절로 들어도 로드가 그렇게 빡세지도 않은거같음",100
2022,"2학기","챕터 끝날 때마다 내주시는 과제 5개가 은근 귀찮았지만, 과제랑 복습예제만 제때제때 푸니 시험기간에는 따로 할 게 없어서 편하게 에이쁠 받은 수업. 중간고사는 다들 잘 봐서 별로 변별력이 없었고, 기말고사에서 성적이 갈리는 것 같아요. 그리고 학기 초 4~5주는 통입 복습만 하셔서, 빡세게 공부하려는 분보다는 저처럼 통입은 다 까먹었지만 통방도 듣고는 싶은 분들께 추천합니다",100
2022,"2학기","정직하게 하면 정직하게 학점이 나오는 강의. 초반에는 통입 복습이 거의 3주는 되었던 것 같고, 진도가 전반적으로 느려서 타 교수님들 통방과 다르게 모형구축과 비모수통계는 진도를 나가지 않는다. 교수님 강의자료가 괜찮아서 굳이 교재가 필요하지는 않지만, 수업 시간에 풀어주시는 예제는 연대 응통 교수님들이 집필하신 통계학입문 교재. 학점은 40/40/20이고 +/0/-를 정말 칼같이(13.33%) 나눠주신다.",100
2024,"1학기","강의력 좋으시고 과제는 제출하면 만점입니다 시험은 어려운 편이고 학점은 공지대로 칼같이 주십니다",100
2024,"1학기","과제가 있지만 제출만 하면 다 만점 주셔서 사실상 시험 두번으로 성적이 결정됨. 근데 상대평가에다가 +/0/- 정확하게 끊어서 주시기 때문에 고득점이 아니면 A+ 받기는 어려운 듯. 중간고사때 89점, 기말고사때 78점 받아서 B 뜰 줄 알았는데 A- 떴음. 특히 기말고사가 어려운데, 제공해주시는 연습문제보다 훨씬 어렵게 나오니까 제대로 준비하시길.. 성적은 다른 과목에 비해 잘 나오는 편은 아니지만 그래도 교수님께서 이해하기 쉽게 잘 가르쳐주셔서 만족스러운 강의였음.",100
2023,"겨울","만족스러운 강의력과 진행. 성적은 칼같이 비율 맞춰 주시며 개념복습용 과제는 아무 부담이 없습니다. 좋은것같네요.",100
2023,"겨울","교수님 정말 친절하세요! 강의력도 개인적으로 너무 좋다고 생각했습니다. 초반부는 통계학입문 복습 느낌이라 통입 잘 해두셨으면 편하실거같아요. 후반부는 분산, 회귀분석 위주로 얕게 들어가는데 교수님이 자세히 설명해주셔서 수업 잘 들으면 쉽게 이해할 수 있는거 같습니다 총합 95.x로 에쁠 받았습니다! 에제 받을 수 있을거라 생각했는데 에쁠인거 보니 성적도 그리 빡빡하게 주시진 않은거같아요..!",100
2023,"겨울","중간고사까지는 통계학입문에서 배운 내용(분포, 추정, 일표본/이표본 t검정, 카이제곱/F검정) 복습이고, 기말고사까지는 분산분석, 선형회귀분석 계절이라 그런지 내용이 잘 들어오고 연결성이 있었음 성적이 칼 같아서 불만일 순 있겠지만 솔직히 강의력은 굳 성격이 차가워보일 순 있는데 적응되면 괜찮음",100
2023,"2학기","교수님 수업은 집중만 잘하고 복습 틈틈히하면 따라가는데 전혀 지장없습니다. 과제를 다섯개 정도 내주시는데 과제하면서 복습하며 따라가면 충분히 좋은 성적 받으실 수 있습니다. 성적은 비율대로 상대평가로 주시고 분반 별로 따로 성적 산출하니 참고하시기 바랍니다.",100
2023,"1학기","열심히 한 만큼 성적 나오는 것 같아요 성실하게 꼼꼼하게 공부하면 잘 나올 듯 합니다!",100
2022,"2학기","통방에 대해서 잘 배울수 있고 공부도 열심히 하면 학점도 나름 잘 받아갈 수 있음",80
2023,"1학기","중간 77 기말 85로 A- 받았습니다 빡세지만 성적 컷은 널널합니다",100
2023,"1학기","수업 좋았어요 저는 통입만 듣고 들었는데, 통입 선수는 필수인 것 같습니다. R에 대해서도 기본적인 것들애 대해 배울 수 있어서 좋았습니다. 교수님이 알기 쉬운 예제로 분산분석, 회귀분석을 설명을 시작하셔서 이해하기 쉽습니다! 문제도 조금 깐깐한 느낌이 있지만 깔끔합니다. 그리고 수업 중에 가끔씩 동기부여차원의 말씀을 나름 하시는데 전 도움 많이 됐습니다 ㅎㅎ 통방은 정종희 교수님 수업으로 듣길 정말 잘한 것 같아요 과제 채점은 정말 꼼꼼하게 하나하나 피드백까지 다 주십니다. 중간 85 기말 100으로 A+ 맞고 갑니다!",100
2023,"1학기","수업 끝나고 다음 수업 전까지 매번 누적 복습 했습니다. 열심히 하니까 성적 잘 나오네요. 중간 95, 기말 98, 에이쁠 달달하게 가져갑니다~",100
2023,"1학기","강의력 좋으심. 강의안도 좋고 잡담 별로 안하고 딱 수업만 하시고. 성적 칼같이 끊어주긴 하지만 … 암튼 좋은 수업. 본인이 공부를 안해서 성적이 안나왔을뿐",100
2023,"1학기","성적을 13%씩 깐깐하게 끊어주시기도 하고, 이번 학기 공부 열심히 하는 사람들이 너무 많아서 성적은 잘 안 나왔지만 교수님 강의력이 너무 좋아서 들을만 하다고 느껴지는 수업. 성격 뭐라고 하시는 분들도 있으시던데 나는 오히려 극T같으신 성격이 너무 좋으셨다... ㅋㅋ 본인 할 일 딱딱 마무리하시고 수업 과제 시험 채점 정확하시고... 성적과 별개로 본인은 교수님이 좋다고 생각이 들엇슴",100
2023,"1학기","공부 안 했고 B- 받았는데 성적에 불만은 없습니다. 교수님 강의력 좋으시고 귀여우세요. ppt도 깔끔해서 좋았습니다. 공부를 제외하면 이번 학기 힐링 수업이었어요. (그리고 출튀 너무 많이 하면 교수님 흑화하시니까 적당히 하시길...^^)",100
2021,"1학기","코로나때 들어서 그런지 몰라도 시험 방식도 좋았고 수학강의다 보니 여러번 들을 수 있는 점이 좋았다",80
2022,"2학기","강의력 좋고 자료 좋고 교수님 좋다 시험은 약간 지엽적인 부분에서 나오기도 그치만 대부분은 연습문제 잘풀면 문제없다",100
2022,"2학기","진짜 내용을 떠먹여주십니다 교재는 크게 중요하지 않은 것 같네요 족보 어느 정도 타니 참고하시고 시험마다 정말 상상치도 못한 곳에서 한 문제씩 나오나 다 틀리니 걱정은 마세요 성적은 비율 맞춰서 주십니다",100
2022,"겨울","강의력 최고, 학점도 잘 줌. 첫 수업때 A 40퍼 B 40퍼로 준다고 말씀하심 근데 거기다가 쁠몰로 몰아주신거 같음 대충 예상하기로 20명 중에 중간 11등 기말 2등 정도 한거같은데 에이쁠 받아감 2주차까지 녹화 따서 올려주셨는데 3주차는 수강생들 하도 졸아서 안 올려줌 녹강덕분에 도움된 사람들 있을듯 학기 중엔 어떨지 모르겠는데 계절로 들어도 로드가 그렇게 빡세지도 않은거같음",100
2022,"2학기","챕터 끝날 때마다 내주시는 과제 5개가 은근 귀찮았지만, 과제랑 복습예제만 제때제때 푸니 시험기간에는 따로 할 게 없어서 편하게 에이쁠 받은 수업. 중간고사는 다들 잘 봐서 별로 변별력이 없었고, 기말고사에서 성적이 갈리는 것 같아요. 그리고 학기 초 4~5주는 통입 복습만 하셔서, 빡세게 공부하려는 분보다는 저처럼 통입은 다 까먹었지만 통방도 듣고는 싶은 분들께 추천합니다",100
2022,"2학기","정직하게 하면 정직하게 학점이 나오는 강의. 초반에는 통입 복습이 거의 3주는 되었던 것 같고, 진도가 전반적으로 느려서 타 교수님들 통방과 다르게 모형구축과 비모수통계는 진도를 나가지 않는다. 교수님 강의자료가 괜찮아서 굳이 교재가 필요하지는 않지만, 수업 시간에 풀어주시는 예제는 연대 응통 교수님들이 집필하신 통계학입문 교재. 학점은 40/40/20이고 +/0/-를 정말 칼같이(13.33%) 나눠주신다.",100
2023,"2학기","강의를 정말 이해하기 쉽게 잘 하시고 과제 역시 큰 부담이 없습니다. 들으셔도 좋을듯",100
2023,"2학기","강의력 좋으시고 과제도 적당하고.. 무난무난합니다 시험은 R 써서 풀게 시키셔서 코드 익숙해지게 조금 연습하면 돼요",100
2024,"1학기","갓숙경, 수업만 열심히 듣고 연습문제랑 교수님이 강조한 예제만 잘풀면 점수 잘주심. 시험볼때는 몰라도 최대한 끄적이면 부분점수 엄청 후하게 주심. 기말 두개정도 못푼거 같은데 에이나옴",100
2024,"1학기","교수님 강의력도 좋으시고 시험도 평소에 수업에서 중요하다고 강조하신 부분 위주로 열심히 공부하면 그만큼 학점도 나옵니다 ! 교수님이 너무 좋으세요",100
2024,"1학기","교수님께서 친절하시고 질문도 성심성의껏 답변해 주십니다 미분적분학 특징인 거 같은데 재수강생 많고 상평이라 공부 열심히 하셔야 학점 잘 나옴 전 공부 널널하게 했다가 학점 망했지만요~ 교수님 여담이 많으시고, 설명하시는 속도가 빨라서 막판에 다급하게 진도 나간 점은 아쉬웠습니다",80
2024,"1학기","타과생이고 공부를 안 해서 학점은 조졌지만 교수님 너무 착하시고 강의도 잘 해주심 다만 진도 다 못 나가는 건 감안해야 할 듯",100
2022,"2학기","학점 개잘주심 이번에 쁠몰이신듯? a-받을거 a+받은기분. 수업잘듣고중요하게다루신부분 위주로!",100
2022,"2학기","교수님이 아름다우세요❤️❤️❤️❤️❤️❤️❤️❤️",100
2022,"2학기","교수님이 정말 좋긴 하지만 수업중에 딴길로 자꾸 새시고.. 정신이 업다 학점도 막 그렇게 퍼주시진 않슴니다",80
2022,"2학기","교수님이 정말 좋으신 분! 피피티는 교수님이 알려주신 문제들, 그리고 과제 해가다 보면 자연스럽게 시험 준비가 되어 있습니다. 교수님이 말씀을 재밌게 잘하셔서 수업도 나름 재밌었습니다.",100
2022,"2학기","교수님 정말 너무 착하세요ㅜㅜ 뒷부분 진도를 나가지 못한건 아쉽지만, 학점도 잘주시고 한학기동안 유익했습니다!",100
2022,"2학기","대부분의 통계 과목들이 진도 나가는 데에만 의의가 있다면, 교수님은 항상 이것을 왜 배우는지를 가르쳐주셔서 좋았습니다",100
2018,"2학기","과제가 많긴 하지만 과제를 해간다며 시험을 무난히 볼 수 있습니다",100
2018,"1학기","진도는... 짧은 시간에 그 많은 미분적분학 범위를 다 나가려면 어쩔 수 없는 현실인 듯 합니다... 과제가 정말정말 많긴 하지만, 그거 풀어가면서 저절로 시험준비가 되는 듯... 그렇지만 문제를 많이 풀어야 하기에, 다른 과목들의 부담이 크다면 그 학기에는 수강하지 않는 것을 권장합니다. (한 학기 동안 오로지 공부만 할 수 있다면 괜찮습니다...~_~)",100
2018,"2학기","감사합니다 교수님 잘 배우고 갑니다. 뒷 부분을 가볍게 다룬 게 좀 아쉽지만 미적분 과목에 대한 자신감이 생김!",100
2018,"2학기","교수님이 수업에 대한 열정과 더 가르쳐주겠다는 신념으로 충만하십니다. 쉬는시간도 없이 110분 풀 쓰로틀로 달리는게 조금 고달플 뿐, 시험 문제는 합리적이고 성적도 흡족스럽습니다.",100
2018,"2학기","교수님께서 4차 산업혁명 시대 흐름에 맞춰 필요한 수학적 지식들을 손수 떠먹여주심. 대천사에 버금가시는 게 학생들 질문 메일이나 문자 일일히 답해주시고 시험문제도 수업에서 커버한 내용으로만 정직하게 나옴. 강추.",100
2018,"2학기","세상에 천사가 있다면 교수님이다. 너무 착하셔서 친해지고 싶은 교수님",100
2018,"2학기","선생님 아무리 사차산업혁명 시대라지만 두 시간만에 편미분 중적분을 나가시는 건 좀... 옆 수업에선 잘 3등분 해서 딱딱딱 나간다는데 조금 더 커리큘럼에 대한 고민이 많으셨으면 좋았을 것 같아요... 선생님은 정말 좋아요. 열정적이고 수학 가르치는 법을 정말 잘 알고 계심.(가르치는 법 = 존나 굴리기)",60
2018,"1학기","학기 초반에 딴거하느라 중간을 크게 조져서 재수강합니다. 시험이 어렵지 않아서 A권 점수 굉장히 높습니다. 교수님은 정말 ..... 제가 살면서 본 사람들 중에 손가락 안에 들어갈 정도로 착하십니다. 그리고 착하신 만큼 과제랑 진도도 오집니다 ㅎㅎ ; 뭔가 진도가 체계적으로 나가는게 아닙니다. 한학기에 공대생들 1년 커리큘럼의 진도를 건드리려다 보니 뒷부분은 그냥 핥고 넘어가는 정도로 빨리 나갑니다. 재수강은 딴교수님으로 할래요.....",80
2018,"1학기","순위권이어서 쁠몰인지는 모르겠습니다. 한 학기에 Stewart의 Calculus를 모두 끝내려다 보니 굉장히 진도가 빠릅니다. 과제 양도 많고, 특히 후반부에 가서는 실의에 빠지면서 공부하게 됩니다. 절대 만만한 수업 아닙니다. 다만 시험문제는 쉽게 나오는 데 반해 다른 사람들이 잘 하는 편은 아닙니다. 생각건대 진도가 워낙 빠르고 범위가 넓어서 그런 것 같습니다. 교수님께서 학생을 열정적으로 가르치십니다. 그리고 착하십니다!(출결은 번호입력 전자출결입니다)",100
2018,"1학기","교수님이 일단 굉장히 열정이 넘치는 분이시다. 질문도 잘 받아주시고 언제든지 문자해서 오피스 아워를 잡을 수 있게 해주신다. 그러나 미분적분학 특성상 진도를 광장히 빨리 나가신다. 수업 시간에 그런 교수님의 급한 마음이 느껴질 정도였으니 뭐.. 그리고 이번에는 교수님이 진도 조절을 실패하심. 진도를 편미분과 중적분까지 밖에 나가지 못했다. 시험범위가 중간 때는 미분, 기말은 적분과 배운 부분까지이다. 교수님은 학생들이 배운 내용을 그 때 그 때 복습할 수 있게 좀 많은 양의 과제를 내 주신다. 교수님이 미안해하면서 어쩔 수 없다고 말하는데... 정말 엄마같은 분이시다. 각설하고, 내주신 과제를 다 풀면 시험문제는 무난하게 풀 수 있다. 한 학기 동안은 힘들었지만 듣고 나니 괜찮았다고 생각한다. 이 정도 교수님이면 추천해도 될 것 같다.",80
2024,"1학기","노트 정리, 연습 문제(기출 문제), 교재 추천 문제를 다 올려 주시고 설명도 매우 깔끔하게 해주십니다. 답까지 똑같은 문제도 나오니 수업과 문제들을 열심히 듣고 풀면 좋은 성적을 받을 수 있습니다.",100
2024,"1학기","중간고사 범위까지는 고등학교 때 미적분 선택자였으면 공부하기 아주 쉬움. 그래도 제공해주신 연습문제(사실상 기출문제)는 다 푸는 걸 추천함. 해설영상도 제공해주셔서 공부하는 데 많은 도움이 됐음. 기말고사 범위는 미적분 선택한 사람이나 그렇지 않은 사람이나 공부하는 데 큰 차이는 없음. 경제수학을 들었어서 기말고사 범위도 개념 이해가 어렵지 않았고(ㅅㅂㅇ 교수님 감사합니다) 시험 대비는 개념정리+연습문제풀기+해설영상듣기+공식암기하기 이 정도만 해도 충분한 듯? 중간고사 59/60 기말고사 75/80 퀴즈 만점 출석 만점으로 A+ 받았음. 온라인 퀴즈는 거의 매주 보는데 60점 만점에 40점 이상만 넘으면 만점으로 처리하니까 크게 부담 없음. 시험도 교수님이 쉽게 내려고 노력하시기 때문에(쉽게 내도 변별이 되기 때문이라고 하심) 이과 출신이거나 수학을 좀 하는 편인데 학점 잘 받고 싶다면 무조건 추천함.",100
2024,"1학기","기출부터 교재 추천문제, ppt에 나온 예제 등 학습자료가 상당히 많다. 다 풀어보는게 베스트지만, 올려주신 기출 위주로만 봐도 A는 나온다. 비상경 수2 이후로 수학 경험 없지만 열심히 한다면 좋은 성적 가능",100
2023,"2학기","과제도 많고 시험도 모호한데 남는게 없는 강의지만... 공부 부담이 거의 없고, 성적이 굉장히 너그러우시다는 점이 강점인 강의입니다!",80
2023,"2학기","중간 60점 기말 79점 나형 출신 문돌이인데 교수님 덕분에 미적분 재밌게 배울 수 있었습니다. 정말 감사합니다. :)",100
2023,"2학기","중간 평균 +10, 기말 평균 +10, 퀴즈 및 출석 만점으로 에이쁠 받았습니다. 제가 아마 턱걸이 에쁠이 아닐까 싶네요. 미적2 안 배워본 순수문과입니다. 성적 기준은 A+ : 상위 20%, A0 : 상위 30%, A- : 상위 40% 이내입니다. 1. 출석은 케바케: 처음에는 결석 3번이나 지각 6번까지는 점수 반영안된다 해서 되게 널널하다고 생각했는데, 학기 막판에 직접 모든 사람 호명해서 출튀는 힘들었음. 2. 후한 채점. 이건 사람마다 다르게 생각할 수 있겠지만 본인은 답도 제대로 내지 못한 문제들이 있어 8점짜리 문제라면 진짜 3점 받을줄 알았는데 6점이나 주신 적도 있음. 그만큼 풀이에서 이해한 게 맞는지를 중요시하시는 듯. 3. 풍부한 공부자료. 정말 노력만 투자하면 된다고 생각합니다. 교수님께서 교재 추천 문제를 올려주시는데, 강의 복습후 교재 읽어본뒤 추천문제만 풀어봤습니다. 그리고 또 이전 학기들 족보도 올려주시는데, 그걸 풀다 보면 추천 문제랑 겹치는 것들도 있다보니 알아서 복습이 됩니다. 저는 그냥 시험기간에 개념 복습 후 이 문제들만 주구장창 풀고 반복했습니다. 심지어 기출문제 풀이도 올려주셔서 막히면 참고하면 되었습니다. 세줄요약: 공부할게 적진 않지만, 정말 필요한건 다 제공하신다. 수학을 타고나게 못하는게 아닌 이상 노력한만큼 나온다. 내가 이런 하는만큼 나오는 수업 좋아하거나, 수학/미적을 좀 친다 하면 들으시면 됩니다.",100
2023,"2학기","시험, 퀴즈 피드백 잘해주시고 질문도 잘 받아주셔서 좋은 거 같습니다. 학과 내규 상 A40 B40 제한이 있는 걸로 알고 있고, 그 안에서 쁠마제 다 끊어서 주십니다. 출석 꼼꼼히 체크하시는 편이라 출튀하시면 안 됩니다. 출석, 과제 만점, 2개 분반 평균보다 중간 -1, 기말 +10로, a- 받았습니다. 챕터별로 추천 연습문제 알려주시는데 그것보다 올려주시는 족보 풀어보는 게 훨씬 도움 됩니다. 중간 때 연습문제 붙잡고 있다가 족보 제대로 못 봤더니 시험이... 교과서 대충 훑으시면서 강의안에 나온 거 위주로 풀어보시고, 족보 돌리는 게 시험 대비로는 가장 효과적일 거 같습니다. 교수님께서 수업 시간에 어떤 문제 풀어봐라, 어떻게 공부해라, 복습해라 등 공부 방법에 대해서 조언해주시는데 이 과목을 진심으로 파고 싶으시면 좋은 전략이지만, 그렇지 않다면 이도저도 아니게 공부하고 학점이 망하는 길로 향할 수 있기 때문에 주의하셔야 합니다.",100
2023,"2학기","강의안의 예제와 기출을 전부 두 번씩 풀어보기만 하면 좋은 점수가 나옵니다. 중간 48 기말 63 에제 감사합니다!!! 중간 전에는 전자출결 중간 이후에는 호명이니까 참고하세요",100
2023,"2학기","한학기만에 미적분 다 나가는게 빡센건 알겠는데 그렇다해도 교수님이 “집에가서 풀어보세요”가 너무 많은거같긴 해요 .. 그거빼면 다 좋은데 공부한만큼 성적 나옵니다",80
2023,"1학기","어려움... 수업 듣는 시간 외로 따로 공부해야 하는 시간을 많이 가져야함",100
2023,"여름","매주 온라인 퀴즈 있지만 부담은 없고 이것만 꾸준히 풀어도 시험 잘 볼 수 있습니다. 교수님이 기출문제도 뿌리셔서 공부 하고자만 하면 정말 좋은 강의. 꼭들으세요.",100
2023,"여름","여름 계절학기로 들었고 교수님 정말 친절하시고 설명도 괜찮습니다. 강의력도 이정도면 정말 준수하신편! 매일 퀴즈가있는데 복습한번하시면 부담없이 다 푸실 수 있으십니다. 시험은 중간 기말 두번이고 기출문제를 올려주시는데 교재강의노트랑 퀴즈문제들 그리고 기출 많이 푸시다보면 시험도 충분히 만점받으실 수 있어요. 박영자교수님 들으실까 고민하신다면 망설임없이 들으시라고 추천드릴게요!!!",100
2023,"1학기","설명도 쉽게 해주시고 매 시간 후에 강의노트를 올려주셔서 공부하기에 좋았습니다. 다만 중간에 직접 출결 부르실 때가 있어서 이 부분만 괜찮으시면 최고의 강의일 것 같습니다!",100
2023,"1학기","본인이 공부하겠다는 의지만 있으면 많은걸 얻어갈 수 있다. 강의력도 좋으시고 열정적이다.",100
2023,"1학기","중간기말 기출 풀이 다 올려주시고 매주 질의도 해주십니다. 교수님께서 학생들 편의를 많이 봐주세요. 매주 퀴즈 준비 정도의 시험&복습 정도와 중간 기말 기출 이해하시고 암기하다사피 공부하면 저같은 미적분 알못 확통 분들도 A+ 어렵지 않게 가져가실 수 있습니다.",100
2023,"1학기","기출, 매주 퀴즈, 많은 자료와 참고용 보충동영상이 많아 공부하기 좋아요. 매주 퀴즈가 총(60점 만점)있는데 최대 반영 점수가 40점이라 20점 이상 까이는게 아니면 성적에는 영향 없습니다. 기출 열심히 풀면 성적도 잘 나옵니다.",100
2023,"1학기","강의 내용이 쉽어요 설명도 잘 하시고 필기 올려주고 족보 올려주고 족보 풀이 올려주심 매우 상식적인 수업 !",100
2023,"1학기","그냥 기출+해설강의 올려주시는 것만으로도 5점이다. 출석 매우매우 엄격하게 보시니 출튀나 대출할거면 주의하시길.",100
2023,"1학기","일주일에 한번씩 5문제 정도가량의 퀴즈와 중간기말을 제외하면 로드가 없다. 시험도 평이하게 나오고 교수님이 수업끝나면 수업시간에 필기헤주셨던거를 런어스에 올려주시기 때문에 공부하기도 편하다.",100
2023,"1학기","👇그냥 자기가 못하는 건 아닐까요? 설명 깔끔하게 잘하시고 속도가 빠른 건 어쩔 수 없습니다 본인이 개강 전 올려주신 영상을 남은 시간동안 제대로만 공부했으면(그니까 고등학교 미적분 시*점 수준이라도 만들어놓았다면) 사실 엄청 난해할 부분은 없습니다. 대학교 수학 강의니 당연히 강의로만 하면 부족할 것이 많죠. 그러나 교수님 본인이 직접 필기와 과거 기출 문제, 게다가 풀이까지 제공해주시니... 누구를 탓하랴, 공부 안 하는 자신을 탓할 수밖에요. 공대/이과대에서는 공수12나 미적벡12로 나눈 파트를 한 강의로 압축하다보니 발생할 문제는 교수님의 책임이 역시 아니고요. 부족함이 느껴진다면 그쪽 들으시고 과목인정 받으시면 만사 해결!",100
2024,"1학기","이거 수강신청하시고 독학하시면 웬만하면 A권 나와요",80
2024,"1학기","솔직히 강의력은 정말 안좋으세요 … 시험도 막 엄청 쉽게는 안나오지만, 저는 첫 수업 듣자마자 독학한다는 생각했고 교재로 홀수 문제 풀이 + 오답 교수님이 올려주시는 문제 풀이 등 공부해서 A+ 나왔습니다 기말을 굉장히 못봤다고 생각했는데 에이쁠이니 점수 후하게 주시는 것 같아요 그리고 퀴즈 있는데 중간중간 공부용으로 좋았어요 퀴즈 나오는 문제들은 다 찝어주셔서 부담 전혀 없습니다 강의력은 기대마시고 들으시면 무난한 강의될 거라 예상합니다:)",80
2024,"1학기","강의력은 안좋지만 풀어볼 문제 정해주시고 거기서 숫자만 바꾸는 식으로 시험 내주셔서 로드 부담이 적고 학점을 엄청 잘주시고 교수님이 되게 친절하셔요 저는 완전완전 만족스럽습니디",100
2022,"겨울","학점느님이십니다 드루와 드루와 개꿀강 개꿀강",100
2024,"여름","재수강자가 많다. 왜인지 기말 성적 분포를 보고 깨달았다. 다음 학기에 대우관을 또 오를 생각에 벌써부터 아찔하다.",100
2024,"여름","선대 처음 배우시면 어려울 거에요. 학점이나 수업내용해하는거나요. 그 이유는 계절 특성상 진도가 너무 빠른데 전반부는 생소하고 기말부분은 어려워요. 그치만 생각보다 분포가 위로 몰려있지 않아서 다 비슷비슷할거에요. 다만 이미 들었던 분들이 봄 계셔서 그렇지. 어려운게 당연하고 학점도 잘 안나올 수 있지만 계절로 전공 채울 수 있는 기회가 잘 없어서 빡세게 3주하는 거 추천합니다",100
