"year","semester","review","score"
2024,"1학기","개꿀교양입니다 수업 제대로 안듣고 동강 3시간 결석인데 A+나왔습니다 중간기말 합쳐서 10개 안쪽으로 틀렸어요 시험 전날에 전범위 훑어보고 3년치 족보 답 외우면 돼요",100
2024,"1학기","족보 없어도 시험 직전에 2-3시간 투자 하면 A+가능 대신 수업은 들어야함 수업 재밌음",100
2024,"1학기","갓철. 족보와 함께라면 당신은 이미 A+ 확정. 약간의 과장이 들어가긴 했지만 족보랑 필기본 참고해서 공부하면 전날 공부하고도 충분히 A+ 받을 수 있어요.",100
2024,"1학기","교수님이 너무 친절하셔서 꿀강이라는 말에 듣기 시작한 강의인데도 열심히 듣게된 것 같아요",100
2024,"1학기","족보만 몇 년치 구하세요!! 그럼 A+은 따라옵니다 교수님 그저 사랑합니다",100
2024,"1학기","족보만 있으면 A+ 무조건 가능합니다 대신 출석은 잘 하셔야돼요!",100
2024,"1학기","친절하시고 강의력 좋으십니다! 영화 관련된 내용이 시험에 많이 나와요!",100
2024,"1학기","굳굳 괜찮은 필교 동영상 강의 보는게 조금 귀찮음",80
2024,"1학기","그저 GOAT 족보 피피티 전날 쭉 보고 시험보면 a+ 반 확정임 이거를 에쁠 못받으면 님이 공부 제대로 안한거임",100
2024,"1학기","빛철 그는 강인가? 수강신청하고 족보 구하시면 시험 준비 반은 하신 겁니다 과제 없고 출석 잘 하고 시험 보면 되는 최고의 꿀강입니다 내용도 재밌어요",100
2024,"1학기","안들으면 손해 하루전에 족보랑 피피티 보고 가서 만점 출석점수가 좀 큰데 비대면은 꼭 미리 돌려놓고 대면은 지각해도 첫교시끝나고, 수업 끝나고 앞에가서 말씀드리면 다 출석으로 바꿔주심 교수님 너무 좋고 강의도 좋음. 그냥 교양의 정석. 국캠 띵강 두 개만 꼽으라면 강철 영이랑 라영순 서문유인 듯? 근데 영이는 심지어 꿀강이기까지 함",100
2024,"1학기","족보 꼭 사세요 이만한 꿀강은 없을 것 같네요 대신 출석은 꼭 채우셔야 해요 감점 쎄요 교수님 천사시니까 대면은 지각하더라도 꼭 오고 동강은 반드시 기간 안에 들어야 합니다",100
2024,"1학기","족보랑 매우 비슷하게 나오기 때문에 족보 위주로 공부하면 좋은 결과 있을 겁니다. 한 이틀 공부하면 충분히 다 맞으실 수 있을 겁니다.",100
2024,"1학기","족보만 있다면 거짓말안치고 준비 30분컷 가능 심지어 수업도 재밌음",100
2024,"1학기","교수님이 달달하고 학점이 착하세요.. 영화에 대해 전반적인 이해할 수 있어요",100
2024,"1학기","명강이자 꿀겅 교수님이 귀엽고 학점이 달아요 족보망 있다면…3시간이면 충분합니다 꼭 잡으세요",100
2024,"1학기","시험 족보에서 변형되거나 그대로 나오는 문제가 많으니 족보 위주로 공부하시면 됩니다",80
2024,"1학기","꿀강이래서 들었는데 이건 진짜 꿀강. 수업시간마다 게임하고, 시험 이틀 전에 족보만 봤는데 시험 잘 봤습니닷ㅎㅎ인증 번호 출석 후 쉬는 시간에 출튀할 수 있어요! 영화에 관심 있으신 분은 재미있게 수업 들으실 수 있을거에요. 그리고 교수님이 진짜 착하시고 너무 귀여우셔요. 사랑합니다 교수님♡",100
2024,"1학기","지각이랑 출튀 안잡고 수업 1도 안듣고 족보만으로 하루 벼락치기 가능합니다 역대급 꿀강 내용도 재밌고 잡을 수 있으면 무조건 잡으세요",100
2024,"1학기","역대급 꿀강. 시험도 족보 그대로 나옴. 꼭 들어야함",100
2023,"2학기","꿀강인 것도 좋지만 내용이 굉장히 알차고 흥미롭습니다. 진짜 교양이 쌓이는 강의였어서 저는 정말 열심히 들었습니다. 추천합니다.",100
2023,"2학기","진짜 상상 그 이상의 꿀강 시험전날 족보 한번 돌리고 에쁠 받음.",100
2023,"1학기","수업 잘 들으면 무조건 a+ 자신이 수업도 안듣고 공부 안하지만 시험 직전에 피피티 암기는 한다면 무조건 a+ 공부도 안하고 날먹 시험을 원한다면 비추",100
2024,"1학기","재밌습니다 좋은 교양이라고 생각합니다 영화 기법에 맞는 영화를 짤막하게 계속 보여주셔서 재밌습니다",100
2022,"2학기","꿀강입니다 강의를 듣지 않아도 A0는 받는 기적",100
2024,"1학기","꿀강임. 무조건 1픽으로 신청하고 진짜 꼭 들으셈.",100
2023,"2학기","꿀강의입니다! 편하게 3학점 챙겨가고싶으신 분들 추천드려요 기억에 많이 남는 강의는 아닙니다",100
2023,"2학기","갠적으로 영화를 마이 좋아해서 배우면서 흥미로웠음. 팀플 과제 없고 시험도 다 수업 중에 알려주시고 이만한 꿀강도 없음. 여자친구한테 영화관 나오면서 미장셴 죽이네 하기 딱 좋은 강의",100
2023,"2학기","암기가 많긴하지만 교양인데 이정도면 무난하다고생각함",100
2023,"2학기","내용 자체가 영화에 대한 꽤 어려운 내용이라서 이해하기 보단 시험때 정말 다 외우면 된다. 꿀강이 맞긴 하지만 공부해 야하는 양 자체는 매우 많고 단순 암기라 힘들긴하다. 그래서 공부 안 했으면 족보만 외워도 에제까지는 가능할고 같다.",100
2023,"겨울","중간, 기말 망쳤다고 생각했는데 에이쁠 받음! 일단 과제 없어서 너무 편하고 수업 내용도 흥미로워서 편하게 들을 수 있음. 대면 수업 내용 녹강으로도 올려주셔서 시험 기간 때 공부하기 편함. 다만 분량이 살짝 많은 편이라 미리미리 정리하는 거 추천",100
2023,"겨울","내가 들은 강의 중에 제일 꿀강 공대생이고 수업 거의 안들었고 중간,기말 시험 하루전에 족보 싹다 외워갔는데 무난하게 a+받음 이런 꿀강이 어딨나 싶음",100
2023,"겨울","수업 듣고 피피티로 복습하고 족보 풀면 에이쁠입니다~ 사실 수업 안 듣고 피피티만 읽고 족보 풀어도 에이쁠 나옵니다. 근데 수업 재밌고 알차니까 듣는 걸 추천 드려요!! 피피티 양이 꽤 많긴 한데 시험 객관식이니까 공부할 때 모든 걸 달달 외우기보다는 슥슥 눈에 발라놓는다고 생각하면 좋을 것 같아요. 이런 강의는 학기 중보다 계절로 짧고 압축적으로 듣는 게 좋은 것 같아서 계절 강추합니다.",100
2023,"겨울","연세대에서 가장 유명한 교양 중 하나인 이유가 다 있음. 친절한 교수님, 흥미로운 수업 내용, 쉬운 시험, 너그러운 성적. 계절로 들어서 매일 배우니 평소엔 관심 없었던 영화 관련 내용도 교양 수준에서 컴팩트하게 배울 수 있어서 좋았음. 시험은... 무조건 족보 구하세요.",100
2023,"2학기","꿀강은 맞음 시험 범위를 넓게 느껴지지만 난이도 굉장히 쉽고 점수도 잘 나옴 내용자체가 흥미롭기도 그냥 딱 대학교양 꿀강 느낌",100
2023,"겨울","중간 기말 각 하루씩 공부했는데 충분히 좋은 점수 받을 수 있다 수업도 재밌었어요",100
2023,"2학기","교수님이 귀여우심,재밌는영화이야기, 수월한 학점 3박자! 강추드려용",100
2023,"2학기","처음에는 양 보고 이게 꿀강인가 싶지만.. 다른 과목 양만큼 공부하면 다 맞습니다.. 하루 전 시작해서 6-7시간 정도 족보랑 필기 봤어요! 중간 기말 둘다 다 맞고 떠납니다.. 공부하면 손해보는 느낌..",100
2023,"2학기","과제 없다는게 너무 좋지만 족보가 없다면 시험 준비가 좀 부담스러울 수 있다. 출결은 전자출결인데 수업 끝날때쯤 해서 출튀는 못한다. 물론 점점 갈수록 그 시간이 앞당겨져서 후반에는 뒷자리가 텅텅비는 광경이 늘어나지만 굳이 출튀를 해야할까? 그냥 수업 시간 할 일 하면서 중간중간 영화 볼 수 있어 좋다. 학점도 엄청 잘 주신다. 교양의 정석.",100
2023,"2학기","교수님께서 너무 착하시고 수업 내용도 흥미로워요. 부담없이 즐겁게 들을 수 있는 교양입니다. 시험도 사지선다 중 하나 고르는 객관식 문제만 나옵니다. 간혹 헷갈리는 문제들이 있는데 그런 거 다 틀려도 A+ 충분히 나옵니다. 제가 수강했던 학기에는 기말고사에 러시아 영화 관련 문제들이 많이 나왔어서 그 부분 집중적으로 공부했다면 더 좋았을 것 같습니다.",100
2023,"2학기","꼭 족보를 얻으세요 !! 80% 이상 적중하고 컷도 널널한듯 합니다 ~~~ 교양으로 왕추천",100
2023,"2학기","시험 이틀 전부터 교수님 강의 들으면서 공부했는데 족보 없이도 A+ 받았습니다. 얻어가는 것도 많고 특히 실생활에서 영화 보면서 적용할 수 있는 이론도 많이 배워서 좋았습니다. 이번 학기부터 컷이 좀 오른 것 같은데 그래도 충분히 넉넉합니다. 꿀강이자 명강이어서 듣는거 추천드립니다!",100
2023,"겨울","이 강의를 들으면 예능을 보는 와중에도 설정ABAB재설정, 부감, 단조, 명조, 미디엄 쇼트, 서정주의, 망원렌즈라고 중얼거리게 됨",100
2023,"2학기","출석만 제대로 하고 족보만 보면 에이쁠 맞을 수 있는 꿀강 중 꿀강 과제 없고 조모임 없고!",100
2023,"2학기","별로임. 내용 너무 많고 시험도 그렇게 쉽지 않아. 족보 없으면 좋은 학점 못 받아",20
2023,"2학기","꿀강임 과제 하나도 없고 시험만 침 시험기간 공부 양이 은근 많은데 대충 훑어보고 족보보면서 공부하면 금방 ㄱㄴ 난 한 2일동안 공부함 에쁠 컷 널널해서 완전 추천함",100
2023,"2학기","최고!! 교수님 사랑합니다😍 시험도 사지선다로 매우 쉽고 내용도 재밌어요",100
2023,"2학기","그저 빛철♥️♥️ 교수님!! 인품도 좋으시고 족보만 열심히 공부하면 에쁠 보장입니다! 문학과 예술 카테고리는 무조건 강철 교수님 영이입니당",100
2023,"2학기","처음에 ppt 양이 너무 많지 않나 생각하실 수 있지만 벼락치기로도 충분히 공부가능할 만큼 쉽게 나옵니다 교수님도 너무 좋으시고 수업 내용도 흥미로웠어요 A+ 받고 갑니다",100
2023,"2학기","일단 꿀강 내가 수업 열심히 챙겨들으면 명강 족보로만 공부하고 시험 볼 수 있어서 수업을 열심히 듣지 않아도 되긴 합니다만.. 그럼 머리에 남는 게 없긴 합니다",100
2023,"2학기","명강이고, 엄청난 꿀강이라고도 생각합니다!",100
2023,"2학기","과제x 조별과제x 전자출결 수업을 들으면 은근히 흥미로워서 영화에 대한 관심도 생기고 재미있음 특히 강의실에서 관련된 영화를 직접 보여주셔서 더 흥미로웠던 것 같음 강의록 pdf가 총 21개 있고 각 pdf마다 평균적으로 50페이지 정도 되서 수업 하나도 안듣고 벼락치기 하려면 좀 힘들 것 같음. 그래도 족보에서 2/3은 다 나왔던 것 같음. 수업 제대로 듣고 조금만 공부하면 시험은 못볼 수가 없을 듯(객관식 50문제) 헷갈리는 선지가 없고 답이 명확함 중간기말 합쳐서 6개정도 틀렸는데 10개이상 틀려도 A+주시는 것 같음! 대형강의고 전자출결이다 보니 대면수업에 빈자리가 많이 보였음... 부득이 하게 대면강의에 못가더라도 런어스에 그 부분에 대한 영상을 보충자료로 따로 올려주시는 점이 좋았음. 영화에 대한 조금의 흥미가 있다면 꼭 들으세요!!",100
2023,"2학기","영화에 대해 전반적으로 알 수 있어서 좋았고 시험도 객관식 100% 1개 고르기라 공부하기도 너무 좋습니다. 하루만 해도 A+ 나옵니다!",100
2023,"2학기","교수님 익숙한 얼굴이라 어디서 봤나 했는데 민주당에 설훈이라는 국회의원 닮으셨음 개소리고 교수님 너무 좋으신 분",100
2023,"여름","진짜 족보보면 무조건 A+이니 무조건 수강하세요. 학사경고도 받아보고 대학와서 공부 해본적이 없는데 족보만보고 A+받은건 처음이네요.",100
2023,"2학기","대면 수업은 거의 안 듣고... 동영상 강의 다 챙겨보고 족보 풀고 갔더니 중간 기말 다 만점 받았어요~",100
2023,"2학기","중간은 아파서 레포트 대체로 보고 기말은 시험봤는데 에이쁠 받았어요 수업도 재미있고 교수님 수업만 들으면 잘 받을 수 있음 시험공부하는데도 나름 재밌었던 과목",100
2024,"여름","악평이 많았던 강의라 걱정을 많이 한 것이 무색하게도 너무 좋은 강의였습니다. 배워가는 게 딱히 없다는 평가들이 많은데, 애초에 영화의 이해라는 과목이라는 이름에서도 느낄 수 있듯 영이에서는 뭘 특별히 배울만한 점을 바라고 수강하지는 않는 편이 좋을 것 같습니다. 중간 33 (만점 33) 기말 31 (만점 33) 출석 -0.5 해서 총점 93.5 로 마무리했고 에이쁠 나왔습니다. 전 정말 만족하면서 들었던 수업이고, 교수님도 최대한 학생들 의견 반영해서 수업 진행하시려는 게 보여서 더욱 좋게 느껴졌습니다.",100
2024,"1학기","출튀 내맘대로 하고 내맘대로 살았는데 교수님이 내맘대로 A+줘서개추박는다",100
2024,"1학기","출석하고 활동 적극적으로 ㄱㄱ. 교수 착하심. 배우는거 딱히 없음",80
2024,"1학기","밑에 있는 옛 강평들 보면서 느끼는건데 교수님께서 조금씩 문제였던 부분을 고쳐가시는 것 같다는 생각이 든다. 과제는 거의?매시간 10분이면 끝낼 수 있는 과제들이 있어 부담은 되지 않는다. 영화제작이 좀 힘든데 이것도 친구랑 같이 웃으면서 찍다보면 어느새 다 끝난다. 개인적으로 강추한다. 올출석하고 과제가 깍이지 않았다는 가정 하에 중간기말 대체과제 35만점 두개에서(사실상33만점)8점을 깍여도 에쁠이 나온다.(물론 컷은 해년마다 유동적일 수 있다는거) ㄱㅊ교수님 수업애 밀려 너무 저평가 되어있다.",100
2024,"1학기","1학기 들은 강의중 역대급 꿀강입니다. 일단 출튀 가능하고 중간 기말 둘 다 레포트 대체입니다. 수업마다 참여 과제(런어스에 감상문 쓰기 등)가 있는데 귀찮긴 하지만 어렵진 않습니다. 교수님 너무 좋으시고 영화도 많이 봐서 어려울 게 없는 수업이었습니다. 중간 영화 제작 과제가 조금 부담스럽긴 한데 점수도 잘주셔서 A+ 받아갑니다.",100
2024,"1학기","수업 한 번 결석하고, 수업 시간에 참여 과제하는 것들 몇 번 늦게 한 적있어서 턱걸이로 A- 받아가요. 중간, 기말 열심히 했는데 교양치고는 꿀강은 아닌 거 같네요 열심히만 하면 A대는 나올 것 같긴 합니다.",80
2024,"1학기","수업은? 편한데? 성적은? 랜덤인 것 같아요? 잘 ? 생각해보시면? 좋을듯?",80
2024,"1학기","수업 자체는 어려움이 없으나 아직 성적이 안 나와서 학점을 잘 주시는지는 모르겠음. 그리고 이메일을 잘 안 읽으심",60
2024,"1학기","한줄평 : 교양수준의 영화에 대해서 알아가는 라이트한 수업 1. 교수님 너무 착하심 2. 성적은 아직 안나와서 모르겠음 3. 영화를 만들어보는 새로운 경험을 할 수 있음. 4. 다양한 영화를 보고 느낀점 발표 5. 영화 잠옴 6. 시험없고, 영화 제작+에세이+런어스투표참여",100
2024,"1학기","이리 저리 자꾸 발표 요구하고 하긴 하지만 꼭 짚어서 하는 경우는 적어서 (이따금 투표한 거 갖고 이름 불러서 물어보시기도 하셔서 영화보는 날 빼고는 출튀 난이도 좀 있어보임) 꿀강에 속함 중간 기말 모두 시험 없고 영화 찍기와 에세이로 대체되는데 기한도 모두 시험기간 이후로 넉넉해서 좋음 성적을 후하게 주시는지는 아직 안나와서 모르겠음",100
2024,"1학기","꿀강 영화를 바라보는 다양한 시각을 배울 수 있었음 근데 매시간마다 과제를 내주셔서 귀찮은 거 싫어하면 비추",100
2024,"1학기","강철에게 묻혀, 저평가된 느낌. 영화론에 대해 얻어가는 것이 있는지는 잘 모르겠지만, 수업 중 감상하는 영화나 그에 대한 해석 및 토론은 인문학적 소양 함양에 도움됨.",100
2024,"1학기","꿀벌에게 최고의 강의입니다 1학기 교양 마음놓고 듣고 싶으신 분은 강추합니다.. 또 배워가는 게 없다는 분들이 있는데 배우고 싶은 사람은 배워갈 수 있고 아예 안듣고 싶은 사람은 안 배워도 되는 수업입니다. 사실상 출튀도 가능하고 2시간 수업 절대 2시간 다 안채웁니다!!",100
2024,"1학기","했던말 또하고 했던말 또하고 했던말 또하고 총평 좀더 자세히 써주세요는 지랄 이거밖에 없는데",20
2023,"1학기","배워갈 게 하나도 없음. 게다가 성적도 랜덤으로 주심.",20
2023,"2학기","생각보다 꿀강이었습니다. 수업 시간에 거의 안들어도 돼요. 대신 영화 제작하는 과제가 다소 빡세긴 합니다. 그래도 나름 재밌었어요.",80
2023,"2학기","왜 평점이 낮은지 모르겠는 수업. 시험 공부 부담 제일 싫어하는 사람으로서는 최고의 수업이었다. 교수님 수업 굉장히 열정적으로 하시고 학생들 참여를 이끌어내려고 하시지만 다들 딴짓해서 마음이 아팠음. 근데 본인도 딴짓함. 그래도 뭐라 안하심. 과제도 부담없고, 출튀도 바로 가능하지만 수업 끝나면 간단한 과제가 있어서 점수 좀 잘 받고싶으면 출튀 안하는 것을 추천. 중간 과제 점수도 후하셨고, 기말 과제도 점수 잘 주셨다. 본인은 수업 단 한번도 안듣고 A+ 받아감",100
2023,"2학기","본인은 A0받았음. 중간: 영상 제작 기말: 보고서 영화에 대한 모든것을 배울 수 있음. 교수님 너무 친절하심.",100
2023,"2학기","교수님 착하심. 수업을 통해서 다양한 영화를 볼 수 있음. 약간 미국식 수업. 그렇다고 발표가 강요는 아님. 근데 뭘 배우는지는 잘 모르겠고 교수님이 영화에 대한 지식이나 영화인으로서 필수적인 넓은 방면의 지식이 풍부하신지는 의문이 듦. 수업 끝나고 교수님이 직접 추천해주신 책에 관련된 내용 질문 드렸는데 모르겠다고 답변 안해주심. 그리고 마지막에 학기영화제 할 때 뭐 요즘 세대들이 알만한것들 ex)Next Level 같은 노래를 아예 모르셔서 그걸 사용한 학생들의 선택을 에둘러 뭐라고 하심. 그니까 즉슨 교수님이 알만한 내용으로 교수님의 취향에 맞게 영화만들고 에세이 적어야 점수를 잘 받는다는거. 편하게편하게 그냥 학점 a받고 마무리하고 싶다하면 이거 듣고 그래도 무언가 배우고 싶다는 마음이면 강철 무조건 강철 들으셈.",60
2023,"2학기","왜 악명 높은지 모르겠습니다 교수님 성격도 좋고 로드도 적고 점수 잘 주시고 좋습니다",100
2021,"2학기","너무 좋았습니다. 보고서만 잘쓰면 돼요 저 같은 경우에는 아쉽게 성적으로 못받았지만 수업자체는 재밌었습니다",100
2023,"1학기","열심히 했다고 생각했는데 생각만큼은 성적이 안나와서 속상했지만 재밌고 편해요",80
2023,"1학기","어느정도의 꿀강이라고 생각함. 일단 산정방식은 출석 15점 (30회 출석 1회당 0.5점) 참여 15점 (15회 간단한 설문이나 5초정도의 영상 제출) 중간 35점(실제 만점은 33점) (100초이상 영상제출) - 수업에서 배웠던 것 중 포커스 하나를 잡고 주제를 자유롭게 제출하면 좋은 평가를 받음. 게다고 100초가 생각보다 만들다 보면 짧기에 제약은 거의 없다고 봐야함. 단, 애니메이션이나 메이킹필름은 비추. - 하나 더 주의할 것은 만들고 나서, 그걸 수업시간에 틀어주시고 질의응답하는 시간을 갖기에, 자신이 만든 영화에 대해 자부심과 이해(동기나 의미 등)을 생각할 것. 기말 35점(실제 만점은 33점) (레포트 A4 3장) - 교수님이 런어스에 올려주시는 주제 혹은 수업에 인상깊었던 것에 대해 쓰는 에세이. 단, 열거식의 주제가 광범위한 것은 평가가 안 좋으니, 하나의 주제를 가지고 판다고 생각하고 쓸 것 (예:죄와 벌 영화를 통해 느낀 음악의 중요성 - 음악의유무,음악의효과,음악의중요성 등 음악을 여러갈래로 펼친 글) - 팁을 더 주자면, 몇 주간 듣는 강의 중에 꽂히는 게 있다면 그거 하나로 주제를 이어가는 걸 추천한다. 어느 주데든 잘 써지는 게 있고, 곤란한 게 있기 마련이기에 차라리 제일 흥미가 가는 주제에 강의에서 들은 내용이나 주변 서적, 더 나아가서는 중간 100초 영화관람에서 타인의 영화를 보고 느낀점을 연관짓는 것도 나쁘지 않을 것이다. 성적은 100점 만점 (실제론 96점 만점) 절평 기준 90점 이상 A 80점 이상 B 로 출석,참여는 당연하거니와 그래도 어느 한 주제에 대해 깊이 있게 파고들며 중간,기말에 임한다면 A학점은 그냥 받을 수 있을 것이다. 일단, 이번학기에는 출석,참여 각각 15점 중간 31점 기만 33점 도합 94점으로 A+을 받았다. (추측:90~91 A- / 92~93 A0 /94~96 A+) 만일 교양이 비거나 안전빵으로 A를 노린다면 이 강의를 추천한다.",100
2023,"1학기","시험이 없어서 부담이 덜 됐습니다 중간: 100초 이상의 영화제작 기말: 수업시간에 틀어주신 영화로 에세이 쓰기 였는데, 개인적으로 영화 만드는 과제 재밌었어요 마지막에 학생분들이 간단히 평가해주신 종이를 모아 주시는데 뿌듯했습니다. 영화와 영화 대한 감상평을 받을 수 있어서 남는 게 있는 강의라고 생각합니다. 에세이도 분량 부담이 없어서 (3쪽) 이것저것 참고해서 썼습니다. 근데 교수님이 강의를 잘하시는 건 아닌 거 같고 수업시간에 틋어주시는 영화가 대부분 재미가 없었습니다… 뿐만아니라 채점기준도 없고 학점이 랜덤이어서 위험부담이 있는 거 같아요. 저는 중간 31 기말 31(각각 35만점)으로 에제 받았습니다. 에쁠을 솔직히 조금 기대했는데… 살짝 아쉽네요.",80
2023,"1학기","중간 기말 시험 없고 과제로 대체함. 수업 시간 중에 참여과제 있는데 부담 전혀 없음. 다만 열심히 과제 내고 참여했다고 생각하는데 A- 받음. A-로 만족하는 사람한텐 꿀교양일 거 같은데 그게 아니라면 추천하지 않음.",60
2022,"2학기","참여과제에 열심히 참여하고 성실히 참여한다면 나쁘지 않은 수업",80
2022,"2학기","랜덤학점... 제가 교수님이랑 안맞는건지.. 다만 로드는 적어서 학점걱정 없다면 들을만합니드",40
2022,"겨울","죄와 벌의 이해 이 교수님은 좌와 벌 및 연관되는 초인사상 없이는 영화를 셀렉할 수 없는 분이신가요?",40
2023,"1학기","악평있길래 걱정했는데 은근 꿀강 참여 과제는 있지만 그건 참여만 하면 점수 받는 수준이고 암기 할 것도 없고 대체과목은 본인이 조금만 신경쓰면 됌",100
2022,"2학기","악평이 너무 많아서 걱정이 많았는데 생각보다 굉장히 꿀강이었음.. 대면 기준 꿀강인듯",100
2022,"2학기","교수님이 정말 좋으시지만 항상 과제를 내주시고 담주에 공개처형식으로 의견을 물어보시는 타입인데 물어보시는 질문들이 과연 이 수업 내용과 관련이 있는지 의문이 들게 된다",20
2022,"2학기","수업 중간중건 내주는 참여과제가 귀찮긴 하지만 참여과제만 하면 되는 수업. 수업 외 과제는 없다고 봐도 무방함. 중간에 단편영화 찍는게 가장 큰 고비라고 할 수 있지만 분량도 얼마 안되고 과제 제출기한도 시험기간 피해서 설정해 놓으셔서 부담되지는 않았음.",100
